Gene_name,lof_hc_lc.obs,lof_hc_lc.oe,lof_hc_lc.mu,lof_hc_lc.pLI,lof_hc_lc.pNull,lof_hc_lc.pRec,mis.z_raw,syn.oe,syn.z_raw
ZER1,115.0,1.55371,9.55736e-06,12.88296,0.005576545,0.111454702934852,151.149,12.53969,8.189602
ZFAND1,360.0,17.78224,8.32572e-06,0.005822167350844,9.37933,7.61485,-15.371995,20.2561,-6.356273
ZFAND2A,149.0,9.3675,1.60669e-06,1.034210869346e-05,5.43172,1.568278,-24.6906,10.1711,-25.4135
ZFAND2B,416.0,13.82906,9.00263e-06,0.03847719649,1.64581,17.31572,42.4707,17.94676,20.964933
ZFAND3,67.0,3.43136,2.35648e-06,2.331063,0.1270092,5.54195,10.19476,8.9945,-8.63654
ZFAND4,1032.0,18.6775,2.009423e-05,0.0022186334794,0.2012806,28.79646,-28.02448,28.24732,41.39191
ZFAND5,84.0,3.58835,5.08031e-06,9.70177,0.0123975060999999,2.2858076,68.37643,10.47483,13.6717
ZFAND6,351.0,23.47798,6.158939e-06,2.0878082,2.970021,35.94211,96.924,46.02123,-44.499444999999994
ZFAT,936.0,10.55361,1.89113e-05,0.93857235414432,0.53884456521,17.52261,81.436646,24.46272,-37.8994
ZFC3H1,156.0,1.23135,4.30448e-06,3.83865,0.000243586,0.1611070000003659,24.517090000000003,5.11592,-1.44533
ZFHX2,697.0,6.40704,2.370418e-05,0.791186935568,0.037846380593,12.17097,49.7907,12.0525,26.8459
ZFHX3,382.0,3.49601,2.667291e-05,9.0181752,0.42366,2.55816,4.311439999999999,13.2577,-46.72087
ZFHX4,526.0,2.705415,1.8414809e-05,14.59267,0.011584,0.39575000019094,46.92138,16.90912,-5.353708
ZFP1,577.0,19.27516,9.15343e-06,0.0001995882398696,6.5679,14.43192,-85.7525,27.92684,-80.282838
ZFP14,95.0,2.15629,1.84289e-06,4.94793,0.05241868162,0.9996475,41.4767,4.61878,19.63833
ZFP2,203.0,8.2928,4.233630999999999e-06,6.62930700005388e-05,4.69783,1.30211,11.137059999999998,4.61148,7.74453
ZFP28,263.0,3.87468,6.80216e-06,3.9104719999999995e-08,0.12005908,5.8799399999999995,17.93033,7.597770000000001,-7.48064
ZFP3,36.0,0.88832,6.975e-07,0.138666,0.0018177,1.85952,10.9568,2.0524,-0.7633
ZFP30,440.0,10.41361,7.771579999999999e-06,6.024726738e-05,1.41469,11.5852,41.61075,10.7832,29.85783
ZFP36,43.0,3.77782,9.7288e-07,0.02115527,0.5393779999999999,3.43948,10.8374,3.91824,0.67762
ZFP36L1,42.0,2.42943,1.61202e-06,6.004311,0.06887651,1.926803,43.38013,8.881,-11.4478
ZFP36L2,32.0,1.99634,4.1084e-07,5.1518e-06,0.79078,1.20922,-29.466,3.676,-30.282
ZFP37,238.0,4.3017199999999995,2.54224e-06,2.27496e-09,0.140496,5.8595,18.769,5.53344,7.7676
ZFP41,40.0,3.3468,4.28538e-07,0.00276204,0.8462,3.15104,-6.8436,4.6612,-6.792
ZFP42,216.0,9.1422,1.2119399999999998e-06,4.344210000000001e-08,4.78521,4.21479,-17.4924,10.1457,-14.2794
ZFP57,126.0,2.92096,1.7849e-06,2.693392e-07,0.19266,3.80734,21.9464,3.13948,13.294
ZFP62,597.0,13.49857,8.581506e-06,0.0408448015782759,2.347302,14.61184,15.792,18.21699,-29.30607
ZFP64,361.0,9.10072,1.192284e-05,11.2018200042,0.3670719358797,10.43112657,92.7046,21.72481,2.427936
ZFP69,242.0,5.0784199999999995,4.3050499999999995e-06,1.178865e-05,0.0714267,7.92855,36.3613,6.83891,17.3726
ZFP69B,284.0,6.8552,2.91042e-06,1.491362618e-05,0.723715,8.27628,22.1109,8.75872,4.16922
ZFP82,95.0,2.97048,2.993604e-06,0.7703855,0.21479701,5.0148399999999995,22.728888,5.13081,7.61906
ZFP90,367.0,9.53888,1.267056e-05,7.744420625508,0.3827702,12.87282,49.40685,28.245,-19.75631
ZFP91,22.0,0.4340699999999999,2.38951e-06,3.0,7.142699999999999e-13,5.7542e-07,9.0217,3.7136,-11.5813
ZFP91-CNTF,0.0,0.0,0.0,0.0,0.0,0.0,11.2564,2.2978,-4.50479
ZFPL1,136.0,6.71809,3.026912e-06,0.2645519390034,1.904882,5.830579999999999,17.045913,10.03845,1.6423900000000002
ZFPM1,330.0,10.01596,4.648550000000001e-06,0.00290876,6.58111,2.41597,-145.7653,15.0571,-112.9896
ZFPM2,111.0,1.54389,6.78377e-06,7.56204,0.028858,0.4091000017160377,22.9035,7.73392,3.3123
ZFR,40.0,0.31396,3.5406e-06,2.0,7.3676e-31,4.6476e-17,30.7652,2.81855,1.68286
ZFR2,340.0,10.82718,3.847442e-06,0.6901772,4.293461,3.0163456173,-50.71963,15.4359,-33.52845
ZFTA,124.0,7.774760000000001,1.607198e-06,0.019992296613962,3.51967,2.46034,-27.71287,9.3971,-38.1825
ZFYVE1,218.0,3.41775,7.88718e-06,7.594593,6.880846e-06,2.4053846,104.568,8.16537,30.0726
ZFYVE16,1029.0,10.30272,2.147039e-05,0.2101308734113017,0.1247091829999999,16.665200000000002,37.44987,19.12696,30.00935
ZFYVE19,578.0,11.80881,1.512301e-05,0.0012167819450992,3.35717,10.64161,-24.77712,20.40276,-13.94395
ZFYVE21,94.0,3.45215,1.54343e-06,0.11580983,0.3984129999999999,4.48579,-11.58388,9.3666,-18.17665
ZFYVE26,2023.0,8.64658,2.501622e-05,0.0040934000000013,0.003826814065546,13.99208,100.6912,14.40671,50.148811
ZFYVE27,2088.0,43.94509,5.345305e-05,0.000269762461289,2.3137813,59.68594,255.9059,61.68755,4.9569561
ZFYVE28,848.0,17.64883,1.771647e-05,0.8938059425789999,1.930547712,25.17562,-34.3273,31.02194,-60.00646
ZFYVE9,233.0,2.10685,6.89707e-06,6.99984,3.0756027486e-12,0.000164029218,45.8496,5.86759,27.2669
ZG16,30.0,1.72134,1.41717e-06,0.03789,0.150891,2.81121,9.432,2.97072,0.277698
ZG16B,82.0,5.546340000000001,1.04247e-06,0.0020645313944,2.7067300000000003,2.2912,-5.36498,5.3174,-2.27831
ZGLP1,31.0,1.5255,7.6288e-07,0.2938813999999999,0.075979,2.63014,4.1196,3.2956000000000003,-3.216
ZGPAT,398.0,9.64272,8.820775e-06,5.9848128096600005e-05,2.47145,8.52849,-16.98409,13.2077,-35.5313
ZGRF1,2286.0,20.97921,2.026655e-05,0.0893080079258,19.687597,2.223091,52.87849,22.62089,29.77312
ZHX1,104.0,2.4653099999999997,2.30473e-06,5.019062,0.2401300023262,0.74081425,45.22821,4.99037,15.5365
ZHX1-C8orf76,78.0,2.86103,1.51305e-06,9.56007261e-06,1.41391,1.58608,3.02342,2.8223700000000003,1.67443
ZHX2,139.0,2.30464,5.44892e-06,2.8956,0.005744089,3.09863,39.9555,5.75925,5.69257
ZHX3,742.0,11.84574,2.3630939e-05,39.614898,0.2042538682916963,2.1807232997,229.2878,37.2598,100.92857
ZIC1,8.0,0.26764,6.2757e-07,2.99462,4.1868954e-05,0.005348142,22.0805,3.228,-3.6021400000000003
ZIC2,12.0,0.52668,4.832e-07,1.92682,0.00020156,0.072986,2.5738,2.7938,-13.1956
ZIC4,229.0,9.95659,7.07576e-06,0.0099921532,1.367749,12.62225,-26.5086,15.4856,-13.84131
ZIC5,40.0,1.85578,7.043e-07,6.5312e-07,0.68308,1.31692,-18.5954,2.93,-16.7642
ZIK1,420.0,14.04397,4.972683e-06,0.061216371572014,2.854522,14.08426,57.128084,16.202460000000002,15.51323
ZIM2,332.0,6.02349,1.6059610000000002e-05,15.49226,0.072138853825,1.4356145,13.35265,20.35115,11.55947
ZIM3,78.0,1.6806,1.09864e-06,1.44384e-11,0.41174,1.58826,-1.4279,1.94754,0.75928
ZKSCAN1,142.0,3.18279,7.8666e-06,11.86589,0.0009658417635999,0.13313596,85.8356,11.47891,7.796272
ZKSCAN2,123.0,1.3083900000000002,5.0111e-06,0.0870498,5.01598e-06,2.91295,8.885908,3.95186,1.99146
ZKSCAN3,356.0,6.99182,7.24403e-06,1.2944036e-05,0.0916422,10.90838,67.4323,8.501669999999999,36.8937
ZKSCAN4,350.0,7.44522,6.5551999999999995e-06,5.2529252e-06,0.2128543,10.78715,46.5389,8.75214,32.2598
ZKSCAN5,458.0,5.96626,9.78128e-06,0.25200985,0.0004412257999999,12.74756,83.8001,12.91271,19.68241
ZKSCAN7,250.0,6.32071,7.86222e-06,0.249572847584,0.2015304,10.54893,29.632262,12.08857,0.3970000000000002
ZKSCAN8,234.0,4.49293,8.87019e-06,0.407047,0.00395034,9.58897,53.1644,9.69308,32.1962
ZMAT2,11.0,0.4356649999999999,1.4121399999999998e-06,2.9831,0.00016304616,0.0167475,30.5326,3.28591,5.009600000000001
ZMAT3,248.0,7.43572,8.03687e-06,0.0102221109999999,0.1872305,12.80255,29.85397,11.17613,21.25516
ZMAT4,114.0,5.41483,4.52602e-06,5.38432844,0.33597588,6.279696,24.03185,16.5182,-8.83824
ZMAT5,96.0,3.78996,2.52692e-06,5.716e-08,1.63028,2.36972,7.298,4.2184,-1.85476
ZMIZ1,186.0,1.7273999999999998,1.93282e-05,14.0,1.15258812e-26,4.27523e-15,155.386,13.83467,3.93085
ZMIZ2,469.0,5.6277099999999995,2.184642e-05,18.29121,0.030767000079318,0.67803269413,116.6241,18.48133,31.83796
ZMPSTE24,88.0,1.67842,1.2773e-06,6.339e-13,0.40248,1.59752,9.88504,4.40685,7.0841899999999995
ZMYM1,1114.0,12.55134,2.66752e-05,0.000586594043,0.0092552284,23.9901,109.5767,20.88495,62.7179
ZMYM2,1328.0,10.45964,3.693338e-05,20.5370124,0.0002101980573381,6.4627887,196.4199,25.53796,31.30876
ZMYM4,251.0,1.75595,1.63304e-05,11.80898,0.0065659,0.18445,156.5948,10.74952,29.647878
ZMYM5,544.0,14.41271,9.19215e-06,4.1049178356e-05,3.0270394,14.9729,23.878774,17.44978,9.35665
ZMYM6,232.0,4.633900000000001,3.54603e-06,2.015139000102358e-07,1.723615982,3.27638,16.39705,5.0101,3.6973599999999993
ZMYND10,289.0,4.82668,3.44899e-06,1.887602175461e-07,0.8666489999999999,5.13335,31.33852,7.36277,11.03724
ZMYND11,350.0,4.798304,5.916643e-05,51.99936,1.494800000227527e-06,0.0006351927021432,628.3637,52.29924,-3.667372
ZMYND12,89.0,2.32778,1.88926e-06,7.33622e-08,0.320374,2.67963,3.2927,4.566,5.0395900000000005
ZMYND15,443.0,5.606389999999999,9.5317e-06,7.82029426e-11,0.0488153,7.95117,12.11469,8.2619,-4.9726099999999995
ZMYND19,54.0,1.9478,1.38849e-06,0.6513616,0.048506,3.30013,10.8622,4.2887,-2.76732
ZMYND8,1187.0,9.39243,4.4837566e-05,39.49269,0.0351317079738988,0.4721782273158587,498.2933,38.35048,36.39506
ZNF10,125.0,4.0186,2.00447e-06,0.295846158,0.3467557,6.35741,20.28804,6.6390400000000005,3.4028859999999996
ZNF100,326.0,8.47484,4.87894e-06,2.9175224571084223e-05,4.02994,4.9700299999999995,-7.252829999999999,9.50077,-5.7490120000000005
ZNF101,212.0,6.76631,5.09674e-06,0.0043414708958,0.889758,8.1059,28.52347,9.00148,21.87841
ZNF106,927.0,7.72022,3.093316e-05,20.01615,0.0051271944066887,1.9787081301214,110.0678,19.26748,61.35807
ZNF107,1002.0,15.2761,8.502120000000001e-06,3.9556e-05,13.23361,0.7663469,17.57405,16.045560000000002,10.35176
ZNF112,353.0,5.44056,9.05016e-06,0.68709874,0.0614915848,11.25141,53.61462,11.04267,28.87941
ZNF114,337.0,12.04112,4.001055e-06,0.000444137256104,4.85487,7.144690000000001,32.60446,10.69568,16.901543
ZNF117,111.0,2.6938199999999997,1.71447e-06,1.47798e-11,1.1217,1.8783,1.50051,2.9842199999999997,0.215895
ZNF12,182.0,3.4043,2.3423499999999997e-06,0.00169896,0.25017309,5.74812,31.3453,6.409470000000001,-7.26516
ZNF121,41.0,1.354363,2.25606e-06,5.955550000000001,0.0001663705,0.0443035,28.12132,6.1743,-1.93789
ZNF124,204.0,9.38423,2.3414e-06,0.057021995899,2.28197,9.66098,-3.13125,10.70909,9.97563
ZNF131,140.0,2.627896,2.2857023e-05,26.76767,0.0101249171449708,0.22220419686072,251.6989,30.2471,10.716184
ZNF132,80.0,1.50486,1.2671e-06,1.47252e-10,0.09611,1.90388,-0.99966,1.9111,1.4804
ZNF133,2113.0,38.31221,5.970607e-05,2.6445548000000003,0.034735119,79.32072,590.6193,72.88793,174.85456
ZNF134,72.0,4.2897,1.002326e-06,0.06211091119282,1.19207,2.74583,1.7028,4.1901,0.59973
ZNF135,700.0,12.72466,1.076793e-05,0.000247240744922,0.7300077,17.26973,62.18418,19.14433,1.843618
ZNF136,180.0,5.07602,4.3375599999999995e-06,0.10444381668,0.4105522,7.48501,19.24135,6.98764,9.00891
ZNF138,361.0,17.3161,4.60809e-06,0.0122129906057998,7.492294,11.49546,24.10791,18.52596,-0.8679899999999998
ZNF14,110.0,1.48246,1.69102e-06,5.5996e-14,0.037796,1.9622,6.3874,1.8544,2.3378
ZNF140,682.0,20.48167,9.93018e-06,0.0011688050776344,10.35382,11.645,37.74844,26.53,-23.03911
ZNF141,148.0,5.60298,2.80069e-06,0.370204212,0.3379114,9.29189,12.23598,8.77499,10.69347
ZNF142,1405.0,15.66319,3.0432569e-05,0.130946000039999,1.21810796,19.65094,94.27887,21.07266,55.74536
ZNF143,808.0,17.28541,1.124223e-05,0.3241137903537,1.0501285,25.62579,127.543241,30.42297,-20.74396
ZNF146,72.0,3.23128,2.01112e-06,2.71392,0.0476416,5.2384,71.4768,6.80168,13.3168
ZNF148,138.0,3.04051,1.0641611e-05,19.99096,0.1259395227000017,0.8831071161086499,219.2705,20.8732,8.69225
ZNF154,72.0,2.48127,1.6485699999999998e-06,3.696e-07,0.56628,2.43372,8.21,3.84612,1.87652
ZNF155,626.0,15.37805,1.149534e-05,1.9088306731483e-05,5.97473,11.02525,40.7212,15.86163,15.84649
ZNF16,333.0,7.37244,1.00277e-05,0.00393309182293,0.5821350000000001,9.41395,17.854119999999998,9.79101,2.19483
ZNF160,947.0,16.74242,2.480366e-05,0.3292758027544,0.60949095,26.06124,131.65645999999998,23.19591,65.59991
ZNF165,276.0,6.55514,5.02202e-06,0.0006059910214,0.5069170000000001,8.49245,30.8692,7.250970000000001,23.0117
ZNF169,338.0,8.97405,4.33429e-06,0.0001661150000275,5.44342,3.55642,18.2261,9.1207,-0.9245026
ZNF17,149.0,3.49232,2.055648e-06,0.18189000371052,0.307674,4.51044,12.261399999999998,6.36954,0.87338
ZNF174,166.0,6.12102,4.27321e-06,0.138177598,0.386864,9.47497,-4.925000000000001,10.54098,-4.48925
ZNF175,163.0,4.03076,2.01969e-06,0.2770090000014288,0.452461,5.27053,18.00307,4.8799,12.87488
ZNF177,178.0,5.4871300000000005,2.9818499999999997e-06,0.0066613108035598,1.04754,5.9458,-6.3325,8.0424,-8.19127
ZNF18,779.0,15.70407,8.289932e-06,0.00097880111215,1.355338,19.64361,96.0597,19.32475,24.249112
ZNF180,383.0,10.41324,5.86067e-06,0.00049412605488,1.594827,11.4047,5.57713,16.35062,-8.386201999999999
ZNF181,542.0,12.77045,7.38217e-06,0.0015223540615164,3.22896,11.76952,70.5305,13.2227,21.74282
ZNF184,166.0,2.3774800000000003,5.40902e-06,7.9979,2.212116e-09,0.00206852,66.4576,6.42562,27.4376
ZNF189,385.0,8.8928,4.4665e-06,0.0051125655,0.566319,13.42859,39.8313,13.19731,6.80375
ZNF19,135.0,7.82976,3.069825e-06,0.6070280177,1.413271,8.97969,15.37203,11.33379,10.37518
ZNF195,541.0,13.78624,1.325229e-05,0.5829013728,0.73509453,24.68202,135.1795,25.78167,54.67409
ZNF197,340.0,5.75899,6.620708e-06,0.65242092872,0.084319736,10.26326,53.293,11.02806,12.62539
ZNF2,200.0,5.21286,5.38006e-06,0.0234617999999999,0.041169,9.93538,44.986,8.94668,14.5628
ZNF20,94.0,2.62957,2.0706200000000003e-06,0.1315354839999999,0.09160024,4.77686,24.3983,4.53737,13.2457
ZNF200,496.0,14.30126,1.1819096e-05,0.1280073714283302,6.10897,9.76303,-66.5245,19.0116,-36.1047
ZNF202,421.0,7.87413,1.4738856e-05,3.5742,0.234044098,16.19171,111.34757,18.25045,22.899104
ZNF205,262.0,6.08853,5.21203e-06,0.0066353352,0.2161518,9.7772,-12.72704,11.3384,-21.19208
ZNF207,243.0,7.01267,8.03769e-06,2.2876811,0.6354189858,10.076912,87.8653,17.5741,-33.1361
ZNF208,281.0,8.58235,3.82448e-06,0.2796325142,2.673828,8.04655,-2.2896199999999993,10.25117,1.44927
ZNF211,513.0,10.15079,7.82999e-06,6.96677523404e-06,0.62234,13.37764,21.2994,16.64865,0.213253
ZNF212,80.0,2.09709,1.12641e-06,5.4540581999999995e-05,0.152124,2.84782,2.8473,6.8985,-0.6201700000000001
ZNF213,214.0,7.1991,3.69203e-06,0.01310713256,0.669045,9.31784,4.13886,11.44282,-5.634771
ZNF214,466.0,8.18637,5.4853100000000005e-06,2.589405e-12,1.486845,8.51315,10.86892,9.00957,15.2338
ZNF215,407.0,11.07761,9.36503e-06,5.9634655896e-06,1.830568,12.16942,-13.755529999999998,15.46216,5.797149
ZNF217,97.0,2.03974,9.69958e-06,9.71689,0.092043,1.191060002920014,46.58084,11.905600000000002,-18.09593
ZNF219,249.0,11.13307,5.644016e-06,0.38436435,1.2087329,17.40691,-50.2596,25.09209,-95.24987
ZNF22,30.0,1.57996,6.6156e-07,0.00010656,0.3242,1.67568,2.1694,1.73866,2.5688
ZNF221,431.0,8.30751,9.04604e-06,7.9205002055735e-05,1.72035,8.27957,33.3506,8.93108,14.95396
ZNF222,271.0,7.73962,4.1961e-06,0.0064621490140276,3.02804,5.96548,31.96393,7.15009,21.0923
ZNF223,166.0,5.46443,4.50641e-06,0.0021322218832,0.90107,6.0968,27.3993,6.60787,15.93242
ZNF224,279.0,5.71159,7.605169999999999e-06,0.0202140002533679,0.3941019999999999,7.58566,32.1015,7.83418,2.424218
ZNF225,350.0,6.58262,4.62194e-06,0.7632670000117012,0.408305,8.82841,31.12301,9.24457,11.61076
ZNF226,1402.0,30.91459,2.5290075e-05,1.5143385600000103,4.1940491,38.29155,-53.72093,45.69344,-18.036479
ZNF227,1729.0,28.31701,3.1367682e-05,0.101384487000193,3.4343209999999997,32.46427,124.9733,35.58914,7.4673
ZNF229,311.0,5.47766,6.1039e-06,0.012925574300692,0.2625266,7.72454,7.30506,8.42149,6.751184
ZNF23,1022.0,22.72373,1.0357027e-05,0.447926012322605,2.030503,28.52154,45.9555,28.37802,51.029689999999995
ZNF230,90.0,3.34195,1.1734e-06,0.00207998037184,0.69695,3.30097,5.413762999999999,4.33565,6.32179
ZNF232,363.0,8.4124,5.02903e-06,0.00129864630486,0.475368,11.5233,12.71059,19.83388,-2.336902
ZNF233,371.0,9.98593,3.12184e-06,0.7809199000000013,2.966441,10.25263,37.2614,12.23964,24.12319
ZNF234,449.0,7.59539,7.61148e-06,5.460280999999998e-10,0.467601,9.53239,52.4863,9.70873,20.30453
ZNF235,227.0,5.0716,4.70935e-06,0.057197500001112,0.502102,6.44072,28.2859,7.67849,3.83421
ZNF236,361.0,2.40914,1.053533e-05,9.89709,0.003249261755,0.0996609000000911,129.7781,10.358,16.98046
ZNF239,614.0,15.64133,1.407268e-05,0.0003385935,0.352282,24.64743,53.609100000000005,24.18367,11.72241
ZNF24,68.0,2.33025,6.24294e-06,8.55045,0.007717568,0.4418244,46.5081,7.71018,12.84019
ZNF248,689.0,19.86882,1.657621e-05,2.102671,0.442866005,39.45446,54.026356,41.29849,27.623015
ZNF25,716.0,15.10122,1.131079e-05,1.4074032e-06,0.446449,21.5536,50.958200000000005,19.72142,30.8251
ZNF250,312.0,7.49822,9.235446e-06,16.295362,0.1912483069999999,3.513427,165.79430000000002,20.44794,32.07073
ZNF251,145.0,6.99247,2.281702e-06,0.0279422300045029,1.93614,5.03592,3.5983199999999993,8.733979999999999,-5.34642
ZNF253,146.0,4.19919,2.91331e-06,0.007678811834,0.322319,5.67001,25.3273,5.78935,2.92122
ZNF254,1148.0,22.16622,1.111139e-05,0.00030672,18.29773,1.701966,-162.51146,25.25012,-69.3721
ZNF256,104.0,3.27699,1.475393e-06,0.0171120653478,0.426039,3.55684,13.25664,3.93906,1.2517
ZNF257,239.0,7.20893,3.51274e-06,0.015276532229489,1.2654139999999998,7.71931,21.97666,7.28042,16.5223
ZNF26,382.0,7.95082,6.00173e-06,0.0003148744,0.325485,12.67422,65.6861,13.0703,-0.9744465
ZNF260,253.0,8.06573,2.43716e-06,0.0002062377,0.486675,11.51311,26.9448,11.21256,10.17396
ZNF263,450.0,12.55595,6.77248e-06,0.0131020113210617,2.812508,12.1744,13.42409,16.080109999999998,-13.35623
ZNF264,185.0,8.12168,2.667405e-06,0.0006672154995,1.7984719999999998,6.2008600000000005,6.178197,7.954149999999999,-2.6722100000000006
ZNF266,1900.0,43.26502,3.914293e-05,0.0001821203413538,10.20108,41.79873,-13.07981,53.9483,-25.46297
ZNF267,206.0,3.99051,2.47104e-06,0.00673937,0.77228,4.22098,8.33045,6.516500000000001,5.02972
ZNF268,572.0,19.08155,8.741600000000001e-06,2.325327932468,9.0420235,11.632694,-26.188343,29.7772,-41.042657
ZNF273,477.0,11.88834,5.50795e-06,0.0146882000532836,3.98333,10.00197,48.93001,13.21728,25.28327
ZNF274,413.0,8.86266,1.235899e-05,0.01528877572,0.40814458,14.57654,65.6613,14.52368,13.65613
ZNF276,492.0,8.634830000000001,8.28789e-06,7.356590602181461e-13,6.10421,2.895789,-80.2436,17.1618,-80.0699
ZNF277,247.0,8.40402,3.67075e-06,0.0316534752609057,2.980983,5.98736,7.850820000000001,10.47584,6.47939
ZNF28,594.0,17.54624,7.796956e-06,0.4883611600006652,10.68431,6.827335,-7.991248000000001,18.20955,4.38201
ZNF280A,52.0,1.38398,1.4683e-06,1.7981e-06,0.07273,1.92726,2.2352,1.88052,1.84842
ZNF280B,64.0,1.61448,7.7868e-07,1.43156,0.00162232,2.5668,16.8565,5.24,-3.72565
ZNF280D,565.0,10.32393,2.009314e-05,19.0361595,0.245562940920931,7.718270441,82.8197,30.65314,-9.207047
ZNF281,30.0,0.482512,2.60384e-06,6.0,1.0820075199999999e-16,2.2780976e-09,29.0918,6.5356000000000005,-10.9544
ZNF282,124.0,2.23853,2.79203e-06,0.2125469999999999,0.001055788,4.78641,14.2093,5.14412,-2.9305200000000005
ZNF283,895.0,17.77688,1.354043e-05,0.8121610000585134,3.440209,18.74764,112.36875,21.63422,19.7885
ZNF284,270.0,4.75938,4.22709e-06,9.02615e-11,0.578248,5.421749999999999,15.8617,5.40287,9.3841
ZNF285,279.0,6.41448,4.13175e-06,0.00092625217,0.4485574,8.55054,10.98525,9.13667,7.971550000000001
ZNF286A,570.0,19.0539,7.79419e-06,1.001820663655,2.019334,24.9788,111.9837407,23.71675,56.802437
ZNF286A-TBC1D26,0.0,0.0,0.0,0.0,0.0,0.0,21.57082,6.33108,10.616509999999998
ZNF287,210.0,3.43382,6.96401e-06,8.96921,0.0099245403,1.020867,92.8601,8.99434,14.40108
ZNF292,316.0,3.82296,3.2730358e-05,15.3353543,0.46817701,2.1964699999999997,77.232904,20.8239,-47.78447
ZNF296,14.0,0.46992,9.7528e-07,1.9922,3.8844e-06,0.0077946,7.2968,2.265,-4.335
ZNF3,571.0,18.08566,1.6690484000000002e-05,7.390585,0.56180567,32.04758,161.9672,37.10911,27.36535
ZNF30,550.0,12.06315,1.160309e-05,1.23074584e-05,1.564819,13.43513,30.21616,12.80856,35.395912
ZNF300,305.0,5.73895,4.45231e-06,0.0510452703774,0.0969138,8.85203,27.499,8.369439999999999,8.84803
ZNF302,881.0,33.71203,1.5712138e-05,0.00930093017701,8.53726,31.45344,34.19766,43.13037,-36.1049
ZNF304,221.0,4.64527,3.83284e-06,0.00891681,0.01281825,8.97828,53.3832,8.75833,3.98658
ZNF311,721.0,11.27207,2.36042e-05,1.0589498e-05,0.02924902,18.97073,65.1013,16.68459,38.9133
ZNF316,94.0,4.57607,2.57505e-06,0.072401672,0.90623,5.02136,-30.370690000000003,8.6616,-54.07325
ZNF317,154.0,2.85615,3.497378e-06,0.4564131084,0.0916739,5.45191,29.04439,5.70451,4.50268
ZNF318,129.0,1.42252,5.061877e-06,2.06805,0.157000000000013,0.7749438,5.0442599999999995,3.86787,-1.61043
ZNF319,77.0,2.52423,1.161603e-06,2.64771,0.1389948999999999,3.2133000000000003,29.055010000000003,6.3185,-3.52885
ZNF32,131.0,5.14569,3.90844e-06,0.095100202,0.265069,8.63983,48.808,8.22074,8.61425
ZNF320,230.0,9.65621,1.198074e-05,15.579053,0.996200332,10.42474,116.52571,26.07757,3.1110949999999993
ZNF322,9.0,0.695412,1.2061826e-06,9.23967,0.126527672,0.6337879999999999,106.0689,2.91588,49.2009
ZNF324,97.0,2.3728100000000003,3.49807e-06,0.1227258,0.01407709,4.8632,1.00329,6.4934,-26.5482
ZNF324B,210.0,6.54171,4.8384900000000005e-06,0.0321864583464999,0.80405,8.16377,29.9184,8.471820000000001,5.2871
ZNF326,141.0,3.43736,5.84848e-06,4.82906,0.0479716009999999,4.12295,17.30902,8.69104,12.79297
ZNF329,609.0,16.780749999999998,8.592469e-06,1.859848e-05,1.59318,19.40687,25.82569,21.32032,8.84967
ZNF330,198.0,5.99752,3.4764600000000003e-06,2.9173032e-05,0.702515,7.29744,16.09176,11.0918,-9.4707
ZNF331,477.0,12.41838,2.56254e-05,46.32713,0.1066287986792,2.56625398,334.9815,43.43047,65.88587
ZNF333,1070.0,16.79455,1.933278e-05,0.0194810009991678,1.599731,20.3808,102.2507,20.95871,42.90052
ZNF334,1644.0,28.62357,2.392635e-05,0.0028767028165702,1.761104,36.236,61.25123,36.04543,31.47666
ZNF335,384.0,2.97267,5.9333e-06,3.2386350648e-09,0.0001383011,4.99987,-6.7642999999999995,5.2665999999999995,-6.85572
ZNF337,599.0,7.54123,6.16645e-06,5.1110100000000005e-18,1.71527,7.28473,18.0076,9.01002,-0.17909
ZNF33A,1333.0,19.42226,1.36468e-05,0.0020189000422049,0.905504,25.09248,94.62136,23.65245,39.6586
ZNF33B,456.0,8.56861,6.831412e-06,0.4400310039209868,0.412126,12.14784,34.4566,12.22853,6.7020100000000005
ZNF34,421.0,9.51761,8.61223e-06,0.138645928,0.1007065,16.76063,83.624875,16.184350000000002,12.16581
ZNF341,253.0,2.97,5.9722e-06,1.472913e-08,0.00100883,4.99899,29.58513,6.60614,6.75548
ZNF343,715.0,14.0279,1.204406e-05,0.0047567613438349,1.814505,16.18074,47.26044,18.00961,14.20024
ZNF345,636.0,21.33317,9.229762e-06,0.213975577531591,8.36266,14.42336,76.94846,18.44672,43.448329
ZNF346,605.0,28.99397,8.034201e-06,0.00282679231723,9.262629,22.73456,-1.2580800000000014,36.72904,-21.0422482
ZNF347,556.0,10.80862,5.16784e-06,0.004521776056,7.59943,2.3960234,6.71572,9.59511,7.35855
ZNF35,116.0,5.2399,1.31545e-06,0.0050412480999999,0.914348,6.08063,14.87548,7.0781,1.4147399999999997
ZNF350,329.0,9.21009,9.68803e-06,1.415551,0.19126548,18.39315,89.6654,16.81764,39.17882
ZNF354A,143.0,2.94077,5.38627e-06,0.0370988,0.04930841,5.9136,31.059,6.41452,8.22903
ZNF354B,102.0,2.33527,2.13653e-06,9.09200077474e-05,0.288994,2.71091,9.6586,3.4635,-4.3285
ZNF354C,87.0,1.60629,1.65645e-06,0.000277491,0.00244848,2.9972700000000003,9.5802,2.54265,7.0428
ZNF358,42.0,2.2866,1.31148e-06,0.820646,0.121044,4.05832,15.528200000000002,5.52574,-9.261
